FRG;FReyung, Grafenau;Bayern;/wiki/Landkreis_Freyung-Grafenau;(48.83, 13.51);['Landkreis Freyung-Grafenau'];[('Landkreis Freyung-Grafenau', '/wiki/Landkreis_Freyung-Grafenau'), ('Freyung', '/wiki/Freyung'), ('Grafenau (Niederbayern)', '/wiki/Grafenau_(Niederbayern)'), ('Bayern', '/wiki/Bayern')]
FRI;FRIesland;Niedersachsen;/wiki/Landkreis_Friesland;(53.51, 7.98);['Landkreis Friesland'];[('Landkreis Friesland', '/wiki/Landkreis_Friesland'), ('Friesland', '/wiki/Friesland'), ('Niedersachsen', '/wiki/Niedersachsen')]
FRW;FReienWalde;Brandenburg;/wiki/Landkreis_M%C3%A4rkisch-Oderland;(52.61, 14.15);['Landkreis Märkisch-Oderland'];[('Landkreis Märkisch-Oderland', '/wiki/Landkreis_M%C3%A4rkisch-Oderland'), ('Bad Freienwalde (Oder)', '/wiki/Bad_Freienwalde_(Oder)'), ('Brandenburg', '/wiki/Brandenburg')]
FS;FreiSing;Bayern;/wiki/Landkreis_Freising;(48.45, 11.74);['Landkreis Freising'];[('Landkreis Freising', '/wiki/Landkreis_Freising'), ('Freising', '/wiki/Freising'), ('Bayern', '/wiki/Bayern')]
FT;FrankenThal;Rheinland-Pfalz;/wiki/Frankenthal_(Pfalz);(49.53537, 8.35424);['Stadt Frankenthal (Pfalz)'];[('Frankenthal (Pfalz)', '/wiki/Frankenthal_(Pfalz)'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
FTL;FreiTaL;Sachsen;/wiki/Landkreis_S%C3%A4chsische_Schweiz-Osterzgebirge;(50.92, 13.87);['Landkreis Sächsische Schweiz-Osterzgebirge'];[('Landkreis Sächsische Schweiz-Osterzgebirge', '/wiki/Landkreis_S%C3%A4chsische_Schweiz-Osterzgebirge'), ('Freital', '/wiki/Freital'), ('Sachsen', '/wiki/Sachsen')]
FÜ;FÜrth;Bayern;/wiki/F%C3%BCrth;(49.4774, 10.98844);['Stadt Fürth', 'Landkreis Fürth (sonst)*'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#FÜ'), ('Fürth', '/wiki/F%C3%BCrth'), ('Bayern', '/wiki/Bayern'), ('Landkreis Fürth', '/wiki/Landkreis_F%C3%BCrth')]
FÜS;FÜSsen;Bayern;/wiki/Landkreis_Ostallg%C3%A4u;(47.77, 10.64);['Landkreis Ostallgäu'];[('Landkreis Ostallgäu', '/wiki/Landkreis_Ostallg%C3%A4u'), ('Füssen', '/wiki/F%C3%BCssen'), ('Bayern', '/wiki/Bayern')]
FW;FürstenWalde;Brandenburg;/wiki/Landkreis_Oder-Spree;(52.24, 14.22);['Landkreis Oder-Spree'];[('Landkreis Oder-Spree', '/wiki/Landkreis_Oder-Spree'), ('Fürstenwalde/Spree', '/wiki/F%C3%BCrstenwalde/Spree'), ('Brandenburg', '/wiki/Brandenburg')]
FZ;FritZlar;Hessen;/wiki/Schwalm-Eder-Kreis;(51.035, 9.4008333333333);['Schwalm-Eder-Kreis'];[('Schwalm-Eder-Kreis', '/wiki/Schwalm-Eder-Kreis'), ('Fritzlar', '/wiki/Fritzlar'), ('Hessen', '/wiki/Hessen')]
G;Gera;Thüringen;/wiki/Gera;(50.880555555556, 12.083333333333);['Stadt Gera'];[('Gera', '/wiki/Gera'), ('Thüringen', '/wiki/Th%C3%BCringen')]
GA;GArdelegen;Sachsen-Anhalt;/wiki/Altmarkkreis_Salzwedel;(52.68, 11.23);['Altmarkkreis Salzwedel'];[('Altmarkkreis Salzwedel', '/wiki/Altmarkkreis_Salzwedel'), ('Gardelegen', '/wiki/Gardelegen'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
GAN;GANdersheim;Niedersachsen;/wiki/Landkreis_Northeim;(51.74, 9.85);['Landkreis Northeim'];[('Landkreis Northeim', '/wiki/Landkreis_Northeim'), ('Bad Gandersheim', '/wiki/Bad_Gandersheim'), ('Niedersachsen', '/wiki/Niedersachsen')]
GAP;GArmisch-Partenkirchen;Bayern;/wiki/Landkreis_Garmisch-Partenkirchen;(47.56, 11.13);['Landkreis Garmisch-Partenkirchen'];[('Landkreis Garmisch-Partenkirchen', '/wiki/Landkreis_Garmisch-Partenkirchen'), ('Garmisch-Partenkirchen', '/wiki/Garmisch-Partenkirchen'), ('Bayern', '/wiki/Bayern')]
GC;GlauChau;Sachsen;/wiki/Landkreis_Zwickau;(50.75, 12.53);['Landkreis Zwickau'];[('Landkreis Zwickau', '/wiki/Landkreis_Zwickau'), ('Glauchau', '/wiki/Glauchau'), ('Sachsen', '/wiki/Sachsen')]
GD;GmünD;Baden-Württemberg;/wiki/Ostalbkreis;(48.835, 10.093333333333);['Ostalbkreis'];[('Ostalbkreis', '/wiki/Ostalbkreis'), ('Schwäbisch Gmünd', '/wiki/Schw%C3%A4bisch_Gm%C3%BCnd'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg')]
GDB;GaDeBusch;Mecklenburg-Vorpommern;/wiki/Landkreis_Nordwestmecklenburg;(53.82, 11.25);['Landkreis Nordwestmecklenburg ohne die Stadt Wismar'];[('Landkreis Nordwestmecklenburg', '/wiki/Landkreis_Nordwestmecklenburg'), ('Wismar', '/wiki/Wismar'), ('Gadebusch', '/wiki/Gadebusch'), ('Mecklenburg-Vorpommern', '/wiki/Mecklenburg-Vorpommern')]
GE;GElsenkirchen;Nordrhein-Westfalen;/wiki/Gelsenkirchen;(51.511111111111, 7.1005555555556);['Stadt Gelsenkirchen'];[('Gelsenkirchen', '/wiki/Gelsenkirchen'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
GEL;GELdern;Nordrhein-Westfalen;/wiki/Kreis_Kleve;(51.781, 6.1382);['Kreis Kleve'];[('Kreis Kleve', '/wiki/Kreis_Kleve'), ('Geldern', '/wiki/Geldern'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
GEO;GErOlzhofen;Bayern;/wiki/Landkreis_Ha%C3%9Fberge;(50.06, 10.61);['Landkreis Haßberge', 'Landkreis Schweinfurt'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#GEO'), ('Landkreis Haßberge', '/wiki/Landkreis_Ha%C3%9Fberge'), ('Gerolzhofen', '/wiki/Gerolzhofen'), ('Bayern', '/wiki/Bayern'), ('Landkreis Schweinfurt', '/wiki/Landkreis_Schweinfurt')]
GER;GERmersheim;Rheinland-Pfalz;/wiki/Landkreis_Germersheim;(49.12, 8.25);['Landkreis Germersheim'];[('Landkreis Germersheim', '/wiki/Landkreis_Germersheim'), ('Germersheim', '/wiki/Germersheim'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
GF;GiFhorn;Niedersachsen;/wiki/Landkreis_Gifhorn;(52.58, 10.6);['Landkreis Gifhorn'];[('Landkreis Gifhorn', '/wiki/Landkreis_Gifhorn'), ('Gifhorn', '/wiki/Gifhorn'), ('Niedersachsen', '/wiki/Niedersachsen')]
GG;Groß-Gerau;Hessen;/wiki/Kreis_Gro%C3%9F-Gerau;(49.912638888889, 8.4783333333333);['Kreis Groß-Gerau'];[('Kreis Groß-Gerau', '/wiki/Kreis_Gro%C3%9F-Gerau'), ('Groß-Gerau', '/wiki/Gro%C3%9F-Gerau'), ('Hessen', '/wiki/Hessen')]
GHA;GeitHAin;Sachsen;/wiki/Landkreis_Leipzig;(51.116666666667, 12.5);['Landkreis Leipzig'];[('Landkreis Leipzig', '/wiki/Landkreis_Leipzig'), ('Geithain', '/wiki/Geithain'), ('Sachsen', '/wiki/Sachsen')]
GHC;GräfenHainiChen;Sachsen-Anhalt;/wiki/Landkreis_Wittenberg;(51.82, 12.7);['Landkreis Wittenberg'];[('Landkreis Wittenberg', '/wiki/Landkreis_Wittenberg'), ('Gräfenhainichen', '/wiki/Gr%C3%A4fenhainichen'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
GI;GIeßen;Hessen;/wiki/Landkreis_Gie%C3%9Fen;(50.574930555556, 8.7090277777778);['Landkreis Gießen'];[('Landkreis Gießen', '/wiki/Landkreis_Gie%C3%9Fen'), ('Gießen', '/wiki/Gie%C3%9Fen'), ('Hessen', '/wiki/Hessen')]
GK;GeilenKirchen;Nordrhein-Westfalen;/wiki/Kreis_Heinsberg;(51.061, 6.1081);['Kreis Heinsberg'];[('Kreis Heinsberg', '/wiki/Kreis_Heinsberg'), ('Geilenkirchen', '/wiki/Geilenkirchen'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
GL;GLadbach;Nordrhein-Westfalen;/wiki/Rheinisch-Bergischer_Kreis;(50.9768, 7.1432);['Rheinisch-Bergischer Kreis'];[('Rheinisch-Bergischer Kreis', '/wiki/Rheinisch-Bergischer_Kreis'), ('Bergisch Gladbach', '/wiki/Bergisch_Gladbach'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
GLA;GLAdbeck;Nordrhein-Westfalen;/wiki/Kreis_Recklinghausen;(51.608888888889, 7.2047222222222);['Kreis Recklinghausen'];[('Kreis Recklinghausen', '/wiki/Kreis_Recklinghausen'), ('Gladbeck', '/wiki/Gladbeck'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
GM;GumMersbach;Nordrhein-Westfalen;/wiki/Oberbergischer_Kreis;(51.01, 7.52);['Oberbergischer Kreis'];[('Oberbergischer Kreis', '/wiki/Oberbergischer_Kreis'), ('Gummersbach', '/wiki/Gummersbach'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
GMN;GrimMeN;Mecklenburg-Vorpommern;/wiki/Landkreis_Vorpommern-R%C3%BCgen;(54.25, 13.02);['Landkreis Vorpommern-Rügen ohne die Stadt Stralsund'];[('Landkreis Vorpommern-Rügen', '/wiki/Landkreis_Vorpommern-R%C3%BCgen'), ('Stralsund', '/wiki/Stralsund'), ('Grimmen', '/wiki/Grimmen'), ('Mecklenburg-Vorpommern', '/wiki/Mecklenburg-Vorpommern')]
GN;GelnhauseN;Hessen;/wiki/Main-Kinzig-Kreis;(50.201111111111, 9.1975);['Main-Kinzig-Kreis ohne die Stadt Hanau'];[('Main-Kinzig-Kreis', '/wiki/Main-Kinzig-Kreis'), ('Hanau', '/wiki/Hanau'), ('Gelnhausen', '/wiki/Gelnhausen'), ('Hessen', '/wiki/Hessen')]
GNT;GeNThin;Sachsen-Anhalt;/wiki/Landkreis_Jerichower_Land;(52.26, 12.03);['Landkreis Jerichower Land'];[('Landkreis Jerichower Land', '/wiki/Landkreis_Jerichower_Land'), ('Genthin', '/wiki/Genthin'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
GÖ;GÖttingen;Niedersachsen;/wiki/Landkreis_G%C3%B6ttingen;(51.5, 9.93);['Landkreis GöttingenStadt Göttingenübriger Landkreis'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#GÖ'), ('Landkreis Göttingen', '/wiki/Landkreis_G%C3%B6ttingen'), ('Göttingen', '/wiki/G%C3%B6ttingen'), ('Niedersachsen', '/wiki/Niedersachsen')]
GOA;Sankt GOAr;Rheinland-Pfalz;/wiki/Rhein-Hunsr%C3%BCck-Kreis;(50.04, 7.5);['Rhein-Hunsrück-Kreis'];[('Rhein-Hunsrück-Kreis', '/wiki/Rhein-Hunsr%C3%BCck-Kreis'), ('Sankt Goar', '/wiki/Sankt_Goar'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
GOH;Sankt GOarsHausen;Rheinland-Pfalz;/wiki/Rhein-Lahn-Kreis;(50.33298753721, 7.7070486545563);['Rhein-Lahn-Kreis'];[('Rhein-Lahn-Kreis', '/wiki/Rhein-Lahn-Kreis'), ('Sankt Goarshausen', '/wiki/Sankt_Goarshausen'), ('Rheinland-Pfalz', '/wiki/Rheinland-Pfalz')]
GP;GöpPingen;Baden-Württemberg;/wiki/Landkreis_G%C3%B6ppingen;(48.706111111111, 9.6486111111111);['Landkreis Göppingen'];[('Landkreis Göppingen', '/wiki/Landkreis_G%C3%B6ppingen'), ('Göppingen', '/wiki/G%C3%B6ppingen'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg')]
GR;GöRlitz;Sachsen;/wiki/Landkreis_G%C3%B6rlitz;(51.28, 14.82);['Landkreis Görlitz'];[('Landkreis Görlitz', '/wiki/Landkreis_G%C3%B6rlitz'), ('Görlitz', '/wiki/G%C3%B6rlitz'), ('Sachsen', '/wiki/Sachsen')]
GRA;GRAfenau;Bayern;/wiki/Landkreis_Freyung-Grafenau;(48.83, 13.51);['Landkreis Freyung-Grafenau'];[('Landkreis Freyung-Grafenau', '/wiki/Landkreis_Freyung-Grafenau'), ('Grafenau (Niederbayern)', '/wiki/Grafenau_(Niederbayern)'), ('Bayern', '/wiki/Bayern')]
GRH;GRoßenHain;Sachsen;/wiki/Landkreis_Mei%C3%9Fen;(51.166666666667, 13.483333333333);['Landkreis Meißen'];[('Landkreis Meißen', '/wiki/Landkreis_Mei%C3%9Fen'), ('Großenhain', '/wiki/Gro%C3%9Fenhain'), ('Sachsen', '/wiki/Sachsen')]
GRI;GRIesbach;Bayern;/wiki/Landkreis_Rottal-Inn;(48.42, 12.87);['Landkreis Rottal-Inn'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#GRI'), ('Landkreis Rottal-Inn', '/wiki/Landkreis_Rottal-Inn'), ('Bad Griesbach im Rottal', '/wiki/Bad_Griesbach_im_Rottal'), ('Bayern', '/wiki/Bayern')]
GRM;GRimMa;Sachsen;/wiki/Landkreis_Leipzig;(51.116666666667, 12.5);['Landkreis Leipzig'];[('Landkreis Leipzig', '/wiki/Landkreis_Leipzig'), ('Grimma', '/wiki/Grimma'), ('Sachsen', '/wiki/Sachsen')]
GRZ;GReiZ;Thüringen;/wiki/Landkreis_Greiz;(50.75, 12.07);['Landkreis Greiz'];[('Landkreis Greiz', '/wiki/Landkreis_Greiz'), ('Greiz', '/wiki/Greiz'), ('Thüringen', '/wiki/Th%C3%BCringen')]
GS;GoSlar;Niedersachsen;/wiki/Landkreis_Goslar;(51.87, 10.4);['Landkreis Goslar'];[('Landkreis Goslar', '/wiki/Landkreis_Goslar'), ('Goslar', '/wiki/Goslar'), ('Niedersachsen', '/wiki/Niedersachsen')]
GT;GüTersloh;Nordrhein-Westfalen;/wiki/Kreis_G%C3%BCtersloh;(51.93, 8.35);['Kreis Gütersloh'];[('Kreis Gütersloh', '/wiki/Kreis_G%C3%BCtersloh'), ('Gütersloh', '/wiki/G%C3%BCtersloh'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
GTH;GoTHa;Thüringen;/wiki/Landkreis_Gotha;(50.91, 10.69);['Landkreis Gotha'];[('Landkreis Gotha', '/wiki/Landkreis_Gotha'), ('Gotha', '/wiki/Gotha'), ('Thüringen', '/wiki/Th%C3%BCringen')]
GÜ;GÜstrow;Mecklenburg-Vorpommern;/wiki/Landkreis_Rostock;(53.91, 12.25);['Landkreis Rostock'];[('Landkreis Rostock', '/wiki/Landkreis_Rostock'), ('Güstrow', '/wiki/G%C3%BCstrow'), ('Mecklenburg-Vorpommern', '/wiki/Mecklenburg-Vorpommern')]
GUB;GUBen;Brandenburg;/wiki/Landkreis_Spree-Nei%C3%9Fe;(51.75, 14.652777777778);['Landkreis Spree-Neiße'];[('Landkreis Spree-Neiße', '/wiki/Landkreis_Spree-Nei%C3%9Fe'), ('Guben', '/wiki/Guben'), ('Brandenburg', '/wiki/Brandenburg')]
GUN;GUNzenhausen;Bayern;/wiki/Landkreis_Wei%C3%9Fenburg-Gunzenhausen;(49.03, 10.89);['Landkreis Weißenburg-Gunzenhausen'];[('Landkreis Weißenburg-Gunzenhausen', '/wiki/Landkreis_Wei%C3%9Fenburg-Gunzenhausen'), ('Gunzenhausen', '/wiki/Gunzenhausen'), ('Bayern', '/wiki/Bayern')]
GV;GreVenbroich;Nordrhein-Westfalen;/wiki/Rhein-Kreis_Neuss;(51.1966, 6.6953);['Rhein-Kreis Neuss'];[('Rhein-Kreis Neuss', '/wiki/Rhein-Kreis_Neuss'), ('Grevenbroich', '/wiki/Grevenbroich'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
GVM;GreVesMühlen;Mecklenburg-Vorpommern;/wiki/Landkreis_Nordwestmecklenburg;(53.82, 11.25);['Landkreis Nordwestmecklenburg ohne die Stadt Wismar'];[('Landkreis Nordwestmecklenburg', '/wiki/Landkreis_Nordwestmecklenburg'), ('Wismar', '/wiki/Wismar'), ('Grevesmühlen', '/wiki/Grevesm%C3%BChlen'), ('Mecklenburg-Vorpommern', '/wiki/Mecklenburg-Vorpommern')]
GW;GreifsWald;Mecklenburg-Vorpommern;/wiki/Landkreis_Vorpommern-Greifswald;(53.76, 13.89);['Landkreis Vorpommern-Greifswald ohne die Stadt Greifswald'];[('Landkreis Vorpommern-Greifswald', '/wiki/Landkreis_Vorpommern-Greifswald'), ('Greifswald', '/wiki/Greifswald'), ('Mecklenburg-Vorpommern', '/wiki/Mecklenburg-Vorpommern')]
GZ;GünZburg;Bayern;/wiki/Landkreis_G%C3%BCnzburg;(48.35, 10.38);['Landkreis Günzburg'];[('Landkreis Günzburg', '/wiki/Landkreis_G%C3%BCnzburg'), ('Günzburg', '/wiki/G%C3%BCnzburg'), ('Bayern', '/wiki/Bayern')]
H;Hannover;Niedersachsen;/wiki/Region_Hannover;(52.42, 9.72);['Region HannoverStadt Hannoverübrige Region'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#H1'), ('Region Hannover', '/wiki/Region_Hannover'), ('Hannover', '/wiki/Hannover'), ('Niedersachsen', '/wiki/Niedersachsen')]
HA;HAgen;Nordrhein-Westfalen;/wiki/Hagen;(51.359444444444, 7.475);['Stadt Hagen'];[('Hagen', '/wiki/Hagen'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
HAB;HAmmelBurg;Bayern;/wiki/Landkreis_Bad_Kissingen;(50.22, 9.96);['Landkreis Bad Kissingen'];[('Landkreis Bad Kissingen', '/wiki/Landkreis_Bad_Kissingen'), ('Hammelburg', '/wiki/Hammelburg'), ('Bayern', '/wiki/Bayern')]
HAL;HALle;Sachsen-Anhalt;/wiki/Halle_(Saale);(51.482777777778, 11.97);['Stadt Halle (Saale)'];[('Halle (Saale)', '/wiki/Halle_(Saale)'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
HAM;HAMm;Nordrhein-Westfalen;/wiki/Hamm;(51.68123, 7.81913);['Stadt Hamm'];[('Hamm', '/wiki/Hamm'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
HAS;HASsfurt;Bayern;/wiki/Landkreis_Ha%C3%9Fberge;(50.06, 10.61);['Landkreis Haßberge'];[('Landkreis Haßberge', '/wiki/Landkreis_Ha%C3%9Fberge'), ('Haßfurt', '/wiki/Ha%C3%9Ffurt'), ('Bayern', '/wiki/Bayern')]
HB;Hansestadt Bremen;Bremen;/wiki/Bremen;(53.075877777778, 8.8073111111111);['Stadt Bremen, Senat und Bürgerschaft', 'Stadt Bremerhaven (X-9999)'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#HB'), ('Bremen', '/wiki/Bremen'), ('Bremische Bürgerschaft', '/wiki/Bremische_B%C3%BCrgerschaft'), ('Hansestadt', '/wiki/Hansestadt'), ('Freie Hansestadt Bremen', '/wiki/Freie_Hansestadt_Bremen'), ('Bremerhaven', '/wiki/Bremerhaven')]
HBN;HildBurghauseN;Thüringen;/wiki/Landkreis_Hildburghausen;(50.43, 10.73);['Landkreis Hildburghausen'];[('Landkreis Hildburghausen', '/wiki/Landkreis_Hildburghausen'), ('Hildburghausen', '/wiki/Hildburghausen'), ('Thüringen', '/wiki/Th%C3%BCringen')]
HBS;HalBerStadt;Sachsen-Anhalt;/wiki/Landkreis_Harz;(51.82, 10.96);['Landkreis Harz'];[('Landkreis Harz', '/wiki/Landkreis_Harz'), ('Halberstadt', '/wiki/Halberstadt'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
HC;HainiChen;Sachsen;/wiki/Landkreis_Mittelsachsen;(50.913097, 13.354863);['Landkreis Mittelsachsen'];[('Landkreis Mittelsachsen', '/wiki/Landkreis_Mittelsachsen'), ('Hainichen', '/wiki/Hainichen'), ('Sachsen', '/wiki/Sachsen')]
HCH;HeCHingen;Baden-Württemberg;/wiki/Landkreis_Freudenstadt;(48.461111111111, 8.4180555555556);['Landkreis Freudenstadt', 'Zollernalbkreis'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#HCH'), ('Landkreis Freudenstadt', '/wiki/Landkreis_Freudenstadt'), ('Hechingen', '/wiki/Hechingen'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg'), ('Zollernalbkreis', '/wiki/Zollernalbkreis')]
HD;HeiDelberg;Baden-Württemberg;/wiki/Heidelberg;(49.41032, 8.69707);['Stadt Heidelberg', 'Rhein-Neckar-Kreis'];[('Liste aller deutschen Kfz-Kennzeichen mit einer Gebietseinteilung', '/wiki/Liste_aller_deutschen_Kfz-Kennzeichen_mit_einer_Gebietseinteilung#HD'), ('Heidelberg', '/wiki/Heidelberg'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg'), ('Rhein-Neckar-Kreis', '/wiki/Rhein-Neckar-Kreis')]
HDH;HeiDenHeim;Baden-Württemberg;/wiki/Landkreis_Heidenheim;(48.681944444444, 10.149444444444);['Landkreis Heidenheim'];[('Landkreis Heidenheim', '/wiki/Landkreis_Heidenheim'), ('Heidenheim an der Brenz', '/wiki/Heidenheim_an_der_Brenz'), ('Baden-Württemberg', '/wiki/Baden-W%C3%BCrttemberg')]
HDL;HalDensLeben;Sachsen-Anhalt;/wiki/Landkreis_B%C3%B6rde;(52.22, 11.35);['Landkreis Börde'];[('Landkreis Börde', '/wiki/Landkreis_B%C3%B6rde'), ('Haldensleben', '/wiki/Haldensleben'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
HE;HElmstedt;Niedersachsen;/wiki/Landkreis_Helmstedt;(52.26, 10.89);['Landkreis Helmstedt'];[('Landkreis Helmstedt', '/wiki/Landkreis_Helmstedt'), ('Helmstedt', '/wiki/Helmstedt'), ('Niedersachsen', '/wiki/Niedersachsen')]
HEB;HErsBruck;Bayern;/wiki/Landkreis_N%C3%BCrnberger_Land;(49.49, 11.37);['Landkreis Nürnberger Land'];[('Landkreis Nürnberger Land', '/wiki/Landkreis_N%C3%BCrnberger_Land'), ('Hersbruck', '/wiki/Hersbruck'), ('Bayern', '/wiki/Bayern')]
HEF;HErsFeld;Hessen;/wiki/Landkreis_Hersfeld-Rotenburg;(50.871597222222, 9.7160416666667);['Landkreis Hersfeld-Rotenburg'];[('Landkreis Hersfeld-Rotenburg', '/wiki/Landkreis_Hersfeld-Rotenburg'), ('Bad Hersfeld', '/wiki/Bad_Hersfeld'), ('Hessen', '/wiki/Hessen')]
HEI;HEIde;Schleswig-Holstein;/wiki/Kreis_Dithmarschen;(54.13, 9.11);['Kreis Dithmarschen'];[('Kreis Dithmarschen', '/wiki/Kreis_Dithmarschen'), ('Heide (Holstein)', '/wiki/Heide_(Holstein)'), ('Schleswig-Holstein', '/wiki/Schleswig-Holstein')]
HEL;HEssischer Landtag;Hessen;/wiki/Hessische_Landesregierung;(0, 0);['Hessen, Landesregierung und Landtag'];[('Hessische Landesregierung', '/wiki/Hessische_Landesregierung'), ('Hessischer Landtag', '/wiki/Hessischer_Landtag'), ('Hessen', '/wiki/Hessen')]
HER;HERne;Nordrhein-Westfalen;/wiki/Herne;(51.541944444444, 7.2238888888889);['Stadt Herne'];[('Herne', '/wiki/Herne'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
HET;HETtstedt;Sachsen-Anhalt;/wiki/Landkreis_Mansfeld-S%C3%BCdharz;(51.54, 11.36);['Landkreis Mansfeld-Südharz'];[('Landkreis Mansfeld-Südharz', '/wiki/Landkreis_Mansfeld-S%C3%BCdharz'), ('Hettstedt', '/wiki/Hettstedt'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
HF;HerFord;Nordrhein-Westfalen;/wiki/Kreis_Herford;(52.1682, 8.6444);['Kreis Herford'];[('Kreis Herford', '/wiki/Kreis_Herford'), ('Herford', '/wiki/Herford'), ('Nordrhein-Westfalen', '/wiki/Nordrhein-Westfalen')]
HG;HomburG;Hessen;/wiki/Hochtaunuskreis;(50.215416666667, 8.6163888888889);['Hochtaunuskreis'];[('Hochtaunuskreis', '/wiki/Hochtaunuskreis'), ('Bad Homburg vor der Höhe', '/wiki/Bad_Homburg_vor_der_H%C3%B6he'), ('Hessen', '/wiki/Hessen')]
HGN;HaGeNow;Mecklenburg-Vorpommern;/wiki/Landkreis_Ludwigslust-Parchim;(53.45, 11.55);['Landkreis Ludwigslust-Parchim'];[('Landkreis Ludwigslust-Parchim', '/wiki/Landkreis_Ludwigslust-Parchim'), ('Hagenow', '/wiki/Hagenow'), ('Mecklenburg-Vorpommern', '/wiki/Mecklenburg-Vorpommern')]
HGW;Hansestadt GreifsWald;Mecklenburg-Vorpommern;/wiki/Greifswald;(54.095833333333, 13.381111111111);['Stadt Greifswald (große kreisangehörige Stadt im Landkreis Vorpommern-Greifswald)'];[('Greifswald', '/wiki/Greifswald'), ('Liste der kreisangehörigen Städte mit Sonderstatus in Deutschland', '/wiki/Liste_der_kreisangeh%C3%B6rigen_St%C3%A4dte_mit_Sonderstatus_in_Deutschland'), ('Landkreis Vorpommern-Greifswald', '/wiki/Landkreis_Vorpommern-Greifswald'), ('Hansestadt', '/wiki/Hansestadt'), ('Mecklenburg-Vorpommern', '/wiki/Mecklenburg-Vorpommern')]
HH;Hansestadt Hamburg;Hamburg;/wiki/Hamburg;(53.550556, 9.993333);['Freie und Hansestadt Hamburg, Senat und Bürgerschaft'];[('Hamburg', '/wiki/Hamburg'), ('Hamburgische Bürgerschaft', '/wiki/Hamburgische_B%C3%BCrgerschaft'), ('Hansestadt', '/wiki/Hansestadt'), ('Hamburg', '/wiki/Hamburg')]
HHM;HoHenMölsen;Sachsen-Anhalt;/wiki/Burgenlandkreis;(51.15, 11.88);['Burgenlandkreis'];[('Burgenlandkreis', '/wiki/Burgenlandkreis'), ('Hohenmölsen', '/wiki/Hohenm%C3%B6lsen'), ('Sachsen-Anhalt', '/wiki/Sachsen-Anhalt')]
HI;HIldesheim;Niedersachsen;/wiki/Landkreis_Hildesheim;(52.09, 9.94);['Landkreis Hildesheim'];[('Landkreis Hildesheim', '/wiki/Landkreis_Hildesheim'), ('Hildesheim', '/wiki/Hildesheim'), ('Niedersachsen', '/wiki/Niedersachsen')]
